  0.5143971000E+01  0.2187094700E+00  0.4047536500E+01    0.00643619
  0.2525210900E+01  0.2187094700E+00  0.6666296600E+01    0.01081666
  0.4037152700E+01  0.1730651300E+01  0.5559478300E+01    0.00858142
  0.1013269000E+01  0.1730651300E+01  0.5559478300E+01    0.00122283
  0.4037152700E+01 -0.1293232400E+01  0.5559478300E+01    0.00977943
  0.1013269000E+01 -0.1293232400E+01  0.5559478300E+01    0.00230245
  0.3493112000E+01  0.1186610700E+01  0.6280077400E+01    0.01084043
  0.1557309700E+01  0.1186610700E+01  0.6280077400E+01    0.00641582
  0.3493112000E+01 -0.7491917200E+00  0.6280077400E+01    0.01157871
  0.1557309700E+01 -0.7491917200E+00  0.6280077400E+01    0.00715504
  0.3493112000E+01  0.2451250400E+01  0.5015437700E+01    0.00375908
  0.3493112000E+01 -0.2013831500E+01  0.5015437700E+01    0.00558944
  0.1557309700E+01 -0.2013831500E+01  0.5015437700E+01    0.00027709
  0.4757751800E+01  0.1186610700E+01  0.5015437700E+01    0.00859641
  0.4757751800E+01 -0.7491917200E+00  0.5015437700E+01    0.00937293
  0.4757751800E+01 -0.7491917200E+00  0.3079635300E+01    0.00188504
  0.4343557400E+01  0.2037056000E+01  0.4542648600E+01    0.00442764
  0.4343557400E+01 -0.1599637100E+01  0.4542648600E+01    0.00593767
  0.4343557400E+01  0.2037056000E+01  0.3552424400E+01   -0.00009739
  0.4343557400E+01 -0.1599637100E+01  0.3552424400E+01    0.00135283
  0.4343557400E+01  0.7138215600E+00  0.5865883100E+01    0.01144333
  0.7068642900E+00  0.7138215600E+00  0.5865883100E+01    0.00372100
  0.4343557400E+01 -0.2764026200E+00  0.5865883100E+01    0.01182226
  0.7068642900E+00 -0.2764026200E+00  0.5865883100E+01    0.00401006
  0.3020322900E+01  0.2037056000E+01  0.5865883100E+01    0.00704577
  0.2030098800E+01  0.2037056000E+01  0.5865883100E+01    0.00453805
  0.3020322900E+01 -0.1599637100E+01  0.5865883100E+01    0.00849356
  0.2030098800E+01 -0.1599637100E+01  0.5865883100E+01    0.00599150
  0.3505263600E+01  0.2647166000E+01  0.4047536500E+01   -0.00111036
  0.3505263600E+01 -0.2209747100E+01  0.4047536500E+01    0.00076118
  0.4953667400E+01  0.1198762200E+01  0.4047536500E+01    0.00508482
  0.4953667400E+01 -0.7613432700E+00  0.4047536500E+01    0.00589641
  0.3505263600E+01  0.2187094700E+00  0.6475993000E+01    0.01222436
  0.1545158100E+01  0.2187094700E+00  0.6475993000E+01    0.00793936
  0.4953667400E+01  0.2187094700E+00  0.5027589200E+01    0.00977165
  0.4953667400E+01  0.2187094700E+00  0.3067483700E+01    0.00315870
  0.2525210900E+01  0.1198762200E+01  0.6475993000E+01    0.00941711
  0.2525210900E+01 -0.7613432700E+00  0.6475993000E+01    0.01016898
